char01,char02,char03,char04,char05,char06,char07,char08,prediction
y,a,w,*,*,*,*,*,invalid
j,g,q,n,t,*,*,*,invalid
c,o,c,k,p,i,t,*,valid
d,y,n,*,*,*,*,*,invalid
g,o,o,i,e,r,*,*,valid
w,v,r,t,u,t,*,*,invalid
w,r,w,q,p,g,*,*,invalid
f,o,r,s,w,o,r,e,valid
p,d,s,m,y,f,*,*,invalid
a,q,w,l,b,*,*,*,invalid
c,x,i,x,l,*,*,*,invalid
k,k,m,v,g,s,n,*,invalid
r,e,m,a,n,d,e,d,valid
s,i,s,a,l,*,*,*,valid
q,o,d,m,r,*,*,*,invalid
w,n,k,m,s,b,*,*,invalid
p,m,b,*,*,*,*,*,invalid
a,o,v,t,*,*,*,*,invalid
r,b,k,*,*,*,*,*,invalid
s,i,i,n,k,r,*,*,invalid
n,a,v,a,l,*,*,*,valid
p,i,l,f,e,r,e,d,valid
o,u,t,l,a,y,*,*,valid
w,o,o,l,i,e,r,*,valid
s,n,o,o,p,i,n,g,valid
e,a,r,*,*,*,*,*,valid
c,p,w,g,h,*,*,*,invalid
h,r,e,d,t,x,*,*,invalid
i,d,e,a,l,i,s,m,valid
i,k,w,l,m,w,c,*,invalid
b,r,o,i,l,e,d,*,valid
q,c,f,*,*,*,*,*,invalid
m,c,g,c,k,*,*,*,invalid
g,w,r,*,*,*,*,*,invalid
s,t,a,y,i,n,g,*,valid
c,a,t,t,i,e,s,t,valid
w,q,r,p,*,*,*,*,invalid
p,r,o,w,s,*,*,*,valid
f,r,i,s,k,e,d,*,valid
h,e,a,r,t,h,*,*,valid
h,u,m,s,*,*,*,*,valid
p,w,j,h,*,*,*,*,invalid
r,l,t,*,*,*,*,*,invalid
y,d,r,c,*,*,*,*,invalid
e,n,f,o,l,d,*,*,valid
i,k,n,h,w,*,*,*,invalid
a,n,o,d,y,n,e,s,valid
c,y,w,n,x,u,u,*,invalid
v,a,l,i,d,i,t,y,valid
j,v,y,p,i,*,*,*,invalid
d,x,y,b,*,*,*,*,invalid
l,i,d,s,*,*,*,*,valid
i,u,w,y,n,o,*,*,invalid
s,p,i,r,a,e,a,s,valid
p,a,r,r,o,t,*,*,valid
q,r,x,k,q,d,*,*,invalid
w,v,k,*,*,*,*,*,invalid
h,a,p,l,e,s,s,*,valid
n,t,t,x,v,m,*,*,invalid
l,l,i,w,*,*,*,*,invalid
a,l,l,*,*,*,*,*,valid
f,y,b,*,*,*,*,*,invalid
n,i,g,h,e,r,*,*,valid
q,g,m,j,o,u,*,*,invalid
e,g,v,x,k,d,p,*,invalid
h,a,w,s,*,*,*,*,valid
f,u,z,e,s,*,*,*,valid
s,n,r,c,c,*,*,*,invalid
z,i,n,c,*,*,*,*,valid
t,w,d,p,*,*,*,*,invalid
r,i,v,e,t,i,n,g,valid
y,j,v,m,b,c,*,*,invalid
q,s,g,v,y,d,y,*,invalid
o,x,f,h,r,w,*,*,invalid
b,d,e,j,p,a,*,*,invalid
p,a,n,*,*,*,*,*,invalid
f,o,w,i,f,a,*,*,invalid
r,e,v,i,s,i,t,s,valid
y,f,d,a,*,*,*,*,invalid
f,i,s,o,*,*,*,*,invalid
b,s,d,i,v,*,*,*,invalid
n,p,f,a,*,*,*,*,invalid
c,v,t,*,*,*,*,*,invalid
d,i,p,p,e,r,s,*,valid
c,r,d,*,*,*,*,*,invalid
f,a,u,n,a,*,*,*,valid
v,a,p,i,d,*,*,*,valid
b,i,f,e,u,r,*,*,invalid
f,o,r,c,e,k,*,*,invalid
h,u,w,m,u,*,*,*,invalid
f,s,j,s,o,*,*,*,invalid
p,a,r,t,n,e,r,s,valid
w,a,p,i,t,i,s,*,valid
b,i,j,q,o,o,x,*,invalid
d,g,e,*,*,*,*,*,invalid
w,h,i,n,i,n,g,*,valid
w,w,p,o,*,*,*,*,invalid
r,a,b,*,*,*,*,*,invalid
r,s,o,*,*,*,*,*,invalid
m,x,a,*,*,*,*,*,invalid
l,t,x,*,*,*,*,*,invalid
d,e,t,h,r,o,n,e,valid
m,q,a,h,i,*,*,*,invalid
d,o,u,r,e,s,t,*,valid
v,a,k,f,*,*,*,*,invalid
q,k,f,y,u,*,*,*,invalid
l,l,g,h,*,*,*,*,invalid
p,a,y,m,e,n,t,*,valid
c,h,a,s,t,e,n,*,valid
b,y,s,a,n,u,v,*,invalid
b,u,n,k,e,r,s,*,valid
l,a,z,i,e,d,*,*,valid
d,e,o,*,*,*,*,*,invalid
g,i,e,e,v,d,o,*,invalid
n,o,u,g,h,t,*,*,valid
i,n,t,o,n,e,*,*,valid
p,u,z,z,l,e,r,s,valid
e,h,b,a,*,*,*,*,invalid
j,d,u,v,*,*,*,*,invalid
d,f,i,*,*,*,*,*,invalid
s,q,u,e,e,z,e,s,valid
n,g,o,t,f,*,*,*,invalid
d,e,m,a,g,o,g,*,valid
m,i,s,t,e,d,*,*,valid
e,v,e,r,m,o,r,e,valid
i,n,h,e,r,e,n,t,valid
f,i,x,a,b,l,e,*,valid
t,r,o,c,a,x,w,*,invalid
u,n,s,a,y,s,*,*,valid
k,s,i,v,y,*,*,*,invalid
w,a,h,m,m,d,j,*,invalid
i,s,p,e,v,d,*,*,invalid
e,g,q,b,f,c,k,*,invalid
p,i,p,p,i,n,*,*,valid
m,o,v,e,a,b,l,e,valid
e,y,e,d,*,*,*,*,valid
c,u,r,i,o,s,*,*,valid
o,b,n,*,*,*,*,*,invalid
t,e,m,*,*,*,*,*,invalid
t,a,p,e,w,o,r,m,valid
s,u,n,r,i,s,e,*,valid
u,v,l,c,e,i,*,*,invalid
j,o,d,e,*,*,*,*,invalid
e,x,o,*,*,*,*,*,invalid
s,u,b,l,i,m,e,r,valid
g,x,q,v,v,j,*,*,invalid
y,m,o,h,*,*,*,*,invalid
g,l,a,z,e,d,*,*,valid
a,w,t,*,*,*,*,*,invalid
d,r,i,f,t,s,*,*,valid
m,i,s,f,i,r,e,*,valid
w,a,c,k,o,*,*,*,valid
b,a,r,k,e,r,s,*,valid
w,u,y,x,u,n,b,*,invalid
y,s,p,r,*,*,*,*,invalid
f,i,q,r,y,*,*,*,invalid
a,w,e,*,*,*,*,*,valid
s,u,b,j,n,r,s,*,invalid
j,a,b,m,t,*,*,*,invalid
t,h,i,s,*,*,*,*,valid
v,e,q,e,*,*,*,*,invalid
s,i,r,*,*,*,*,*,invalid
p,i,n,k,e,d,*,*,valid
j,e,f,e,y,q,i,*,invalid
h,d,n,j,p,y,p,*,invalid
m,o,t,o,r,e,d,*,valid
b,t,d,b,a,*,*,*,invalid
q,k,k,n,e,y,o,*,invalid
q,e,k,k,t,k,p,*,invalid
i,g,u,o,*,*,*,*,invalid
o,h,e,q,o,j,j,*,invalid
u,c,f,p,m,*,*,*,invalid
t,r,q,n,t,j,*,*,invalid
f,x,f,r,j,w,*,*,invalid
p,p,i,w,l,i,*,*,invalid
q,x,u,y,g,e,*,*,invalid
d,a,d,o,*,*,*,*,valid
c,o,l,l,i,e,r,y,valid
a,p,n,k,g,*,*,*,invalid
t,o,f,f,e,e,*,*,valid
a,r,x,e,*,*,*,*,invalid
t,l,k,v,b,y,*,*,invalid
g,q,l,*,*,*,*,*,invalid
m,h,d,r,p,p,*,*,invalid
q,j,p,m,h,n,n,*,invalid
i,s,u,p,*,*,*,*,invalid
b,g,k,h,*,*,*,*,invalid
a,b,f,c,j,*,*,*,invalid
v,i,s,e,d,*,*,*,valid
p,l,a,c,e,r,s,*,valid
y,s,c,m,q,*,*,*,invalid
e,v,p,b,p,*,*,*,invalid
p,d,u,t,*,*,*,*,invalid
n,l,n,l,d,*,*,*,invalid
x,g,p,v,i,*,*,*,invalid
h,n,y,j,u,v,g,*,invalid
d,e,l,i,v,e,r,y,valid
v,k,c,i,u,p,*,*,invalid
n,m,o,q,*,*,*,*,invalid
g,b,i,m,d,d,j,*,invalid
t,l,y,*,*,*,*,*,invalid
s,a,k,s,s,l,*,*,invalid
d,u,q,p,w,*,*,*,invalid
s,t,e,a,l,t,h,y,valid
b,t,a,y,c,*,*,*,invalid
b,r,o,i,l,e,r,*,valid
f,b,o,a,m,*,*,*,invalid
e,x,a,m,i,n,e,s,valid
f,o,m,e,n,t,*,*,valid
k,l,i,t,u,q,m,*,invalid
b,u,n,t,e,d,*,*,valid
d,i,s,c,u,s,s,*,valid
t,t,f,p,h,k,*,*,invalid
p,b,c,*,*,*,*,*,invalid
s,i,x,t,e,e,n,*,valid
c,o,e,x,i,s,t,*,valid
y,d,a,f,f,e,*,*,invalid
g,w,y,q,*,*,*,*,invalid
b,p,g,i,r,a,p,*,invalid
o,x,s,c,w,*,*,*,invalid
t,h,q,w,*,*,*,*,invalid
b,x,e,v,n,a,*,*,invalid
n,i,k,k,i,*,*,*,valid
u,c,g,v,*,*,*,*,invalid
x,p,q,b,*,*,*,*,invalid
m,w,a,e,r,l,o,*,invalid
c,s,s,y,o,r,*,*,invalid
x,k,c,*,*,*,*,*,invalid
x,x,g,m,b,*,*,*,invalid
t,a,r,d,y,*,*,*,valid
p,g,h,q,o,e,*,*,invalid
a,j,x,*,*,*,*,*,invalid
l,i,s,t,l,e,s,s,valid
q,r,q,f,x,s,y,*,invalid
r,e,b,i,r,t,h,s,valid
f,o,r,e,n,a,m,e,valid
a,t,y,p,i,c,a,l,valid
c,a,m,b,i,a,*,*,valid
k,k,o,e,*,*,*,*,invalid
r,h,w,o,s,*,*,*,invalid
z,i,r,c,o,n,*,*,valid
k,q,n,d,h,*,*,*,invalid
t,q,u,o,p,i,*,*,invalid
r,n,a,*,*,*,*,*,invalid
d,p,i,q,*,*,*,*,invalid
o,e,h,i,d,*,*,*,invalid
m,u,c,k,r,a,k,e,valid
q,y,o,k,u,*,*,*,invalid
b,l,o,n,d,e,s,*,valid
l,i,k,e,w,i,s,e,valid
s,t,u,n,t,s,*,*,valid
c,r,t,*,*,*,*,*,invalid
v,i,w,v,*,*,*,*,invalid
t,o,r,s,*,*,*,*,valid
s,m,u,l,f,n,*,*,invalid
b,o,a,s,t,e,d,*,valid
f,p,t,f,*,*,*,*,invalid
d,o,k,o,b,h,*,*,invalid
c,p,w,k,*,*,*,*,invalid
i,l,g,r,e,w,*,*,invalid
v,i,r,g,u,l,e,s,valid
s,n,e,e,r,s,*,*,valid
i,e,k,m,*,*,*,*,invalid
p,w,f,i,b,*,*,*,invalid
t,v,n,*,*,*,*,*,invalid
n,m,t,j,o,u,*,*,invalid
l,q,r,i,o,r,j,*,invalid
r,t,a,*,*,*,*,*,invalid
d,e,j,e,c,t,e,d,valid
h,o,v,e,l,s,*,*,valid
j,r,p,e,*,*,*,*,invalid
e,i,h,d,t,*,*,*,invalid
t,a,s,g,*,*,*,*,invalid
e,p,a,v,x,y,s,*,invalid
f,l,e,d,*,*,*,*,valid
k,x,d,v,e,i,c,*,invalid
p,t,e,b,*,*,*,*,invalid
g,k,y,p,y,*,*,*,invalid
r,d,s,t,s,*,*,*,invalid
p,h,o,n,e,t,i,c,valid
q,b,i,*,*,*,*,*,invalid
x,o,k,p,c,o,*,*,invalid
w,k,d,*,*,*,*,*,invalid
l,q,f,n,x,n,k,*,invalid
g,i,n,k,g,o,s,*,valid
i,t,f,v,*,*,*,*,invalid
v,a,i,n,l,y,*,*,valid
b,d,n,*,*,*,*,*,invalid
g,a,m,i,e,s,t,*,valid
b,c,m,n,p,d,y,*,invalid
i,d,b,j,x,p,*,*,invalid
a,v,e,n,u,e,s,*,valid
w,l,u,a,v,*,*,*,invalid
k,m,o,w,m,m,p,*,invalid
f,r,o,z,e,*,*,*,valid
m,p,e,o,w,*,*,*,invalid
f,w,b,f,q,s,w,*,invalid
f,d,s,n,w,*,*,*,invalid
y,f,l,a,p,h,*,*,invalid
b,e,s,i,d,e,s,*,valid
k,i,l,o,w,a,t,t,valid
b,a,r,b,a,c,o,a,valid
g,k,n,o,*,*,*,*,invalid
m,l,x,m,m,f,*,*,invalid
j,u,d,o,*,*,*,*,valid
l,a,t,e,r,a,l,*,valid
r,n,s,i,*,*,*,*,invalid
m,a,r,m,o,t,*,*,valid
x,y,h,*,*,*,*,*,invalid
c,g,i,h,*,*,*,*,invalid
c,c,s,a,d,t,*,*,invalid
g,q,h,t,*,*,*,*,invalid
s,c,r,e,a,m,s,*,valid
x,l,x,*,*,*,*,*,invalid
m,u,v,*,*,*,*,*,invalid
k,m,b,r,m,*,*,*,invalid
b,r,i,a,r,*,*,*,valid
w,l,e,*,*,*,*,*,invalid
k,c,n,*,*,*,*,*,invalid
k,u,y,v,p,m,*,*,invalid
l,l,i,p,i,*,*,*,invalid
p,r,o,v,o,k,e,s,valid
n,e,n,r,j,k,m,*,invalid
n,y,b,d,*,*,*,*,invalid
f,l,a,g,e,l,l,a,valid
w,i,g,g,l,i,e,r,valid
q,u,x,d,*,*,*,*,invalid
q,j,l,p,v,b,c,*,invalid
s,o,d,s,l,*,*,*,invalid
c,s,n,*,*,*,*,*,invalid
j,e,j,s,*,*,*,*,invalid
s,t,e,a,m,e,d,*,valid
f,u,r,r,i,n,g,*,valid
p,e,n,i,s,e,s,*,valid
p,d,k,t,h,*,*,*,invalid
v,q,w,*,*,*,*,*,invalid
c,k,p,j,n,s,*,*,invalid
p,a,t,t,i,e,s,*,valid
s,m,h,*,*,*,*,*,invalid
y,q,e,u,*,*,*,*,invalid
t,o,a,x,*,*,*,*,invalid
r,l,l,m,*,*,*,*,invalid
b,e,a,k,*,*,*,*,valid
n,q,r,n,k,a,*,*,invalid
e,y,x,*,*,*,*,*,invalid
d,e,c,i,b,e,l,*,valid
j,e,c,b,q,w,*,*,invalid
a,k,v,j,*,*,*,*,invalid
j,a,x,*,*,*,*,*,invalid
b,o,n,*,*,*,*,*,invalid
i,v,y,i,i,f,l,*,invalid
k,w,g,s,b,m,*,*,invalid
f,f,t,*,*,*,*,*,invalid
h,o,w,l,s,*,*,*,valid
q,u,d,l,r,q,x,*,invalid
o,i,p,*,*,*,*,*,invalid
d,f,x,p,b,t,*,*,invalid
n,b,h,k,b,*,*,*,invalid
d,p,q,s,m,a,*,*,invalid
h,e,j,t,*,*,*,*,invalid
h,f,x,g,y,k,v,*,invalid
b,r,i,m,m,e,d,*,valid
d,i,k,*,*,*,*,*,invalid
t,h,e,m,*,*,*,*,valid
c,i,t,i,z,e,n,*,valid
p,e,r,s,i,s,t,s,valid
a,t,e,d,p,e,*,*,invalid
g,a,g,g,l,e,s,*,valid
i,n,c,i,s,i,v,e,valid
d,e,d,y,r,*,*,*,invalid
r,i,j,*,*,*,*,*,invalid
a,s,p,s,*,*,*,*,valid
p,e,u,x,b,j,*,*,invalid
b,e,a,m,e,d,*,*,valid
t,e,l,e,t,y,p,e,valid
h,n,y,s,o,l,e,*,invalid
d,b,n,s,*,*,*,*,invalid
v,w,r,k,x,*,*,*,invalid
b,l,a,r,n,e,y,s,valid
l,r,u,m,i,*,*,*,invalid
f,v,w,w,t,*,*,*,invalid
s,n,e,a,k,*,*,*,valid
t,h,q,q,u,*,*,*,invalid
t,k,e,r,o,s,*,*,invalid
s,l,o,w,*,*,*,*,valid
i,t,a,l,i,c,s,*,valid
s,c,s,u,*,*,*,*,invalid
e,a,k,g,n,*,*,*,invalid
k,g,d,f,t,f,y,*,invalid
b,x,n,r,*,*,*,*,invalid
j,a,i,l,i,n,g,*,valid
l,o,o,n,y,*,*,*,valid
w,x,l,e,a,v,u,*,invalid
a,e,j,o,t,b,o,*,invalid
r,e,f,u,t,e,*,*,valid
g,t,j,d,f,n,*,*,invalid
w,a,r,p,i,n,g,*,valid
x,c,x,t,d,*,*,*,invalid
d,e,a,d,p,a,n,s,valid
s,t,a,*,*,*,*,*,invalid
f,n,k,u,k,j,e,*,invalid
c,c,w,w,h,x,*,*,invalid
b,x,x,h,h,d,*,*,invalid
r,e,c,t,a,*,*,*,valid
f,g,p,p,b,l,*,*,invalid
u,n,s,e,a,l,*,*,valid
s,t,a,r,k,l,y,*,valid
o,g,r,e,s,*,*,*,valid
k,x,b,*,*,*,*,*,invalid
s,t,e,y,r,*,*,*,invalid
c,h,u,m,*,*,*,*,valid
f,g,k,y,l,m,*,*,invalid
q,p,b,f,*,*,*,*,invalid
l,a,t,e,l,y,*,*,valid
e,f,f,o,r,t,*,*,valid
b,e,f,a,l,l,s,*,valid
n,o,v,i,c,e,*,*,valid
s,n,h,l,j,f,j,*,invalid
d,l,j,l,c,l,i,*,invalid
x,y,q,p,g,c,*,*,invalid
i,p,r,h,*,*,*,*,invalid
c,o,e,u,k,t,o,*,invalid
a,b,b,e,y,*,*,*,valid
f,o,l,l,o,w,e,d,valid
p,w,q,b,s,p,f,*,invalid
b,o,r,i,n,g,*,*,valid
c,u,x,*,*,*,*,*,invalid
r,n,h,n,*,*,*,*,invalid
x,k,w,r,*,*,*,*,invalid
e,l,i,t,i,s,m,*,valid
p,v,l,m,p,v,t,*,invalid
d,o,n,e,*,*,*,*,valid
s,i,j,p,*,*,*,*,invalid
a,t,t,u,n,e,d,*,valid
d,e,s,t,i,n,e,d,valid
v,a,r,s,i,t,y,*,valid
p,r,e,g,n,a,n,t,valid
n,i,b,l,p,*,*,*,invalid
j,p,w,q,*,*,*,*,invalid
b,k,k,*,*,*,*,*,invalid
q,h,r,s,*,*,*,*,invalid
h,s,j,*,*,*,*,*,invalid
x,a,m,d,*,*,*,*,invalid
q,w,k,w,j,*,*,*,invalid
w,a,t,e,r,w,a,y,valid
r,f,c,j,*,*,*,*,invalid
x,q,i,k,*,*,*,*,invalid
a,n,u,s,e,s,*,*,valid
c,h,i,n,a,*,*,*,valid
t,f,v,y,*,*,*,*,invalid
d,e,l,i,v,e,r,*,valid
a,r,m,i,n,g,*,*,valid
y,x,d,k,g,m,v,*,invalid
o,k,o,r,u,*,*,*,valid
i,b,m,*,*,*,*,*,invalid
a,r,g,*,*,*,*,*,invalid
q,x,u,c,s,i,*,*,invalid
s,u,r,f,e,i,t,*,valid
r,f,r,c,k,*,*,*,invalid
i,a,t,r,*,*,*,*,invalid
b,j,g,e,*,*,*,*,invalid
d,e,f,e,n,d,s,*,valid
n,i,w,*,*,*,*,*,invalid
d,w,u,f,k,b,*,*,invalid
l,f,a,r,j,c,*,*,invalid
g,a,s,o,l,e,n,e,valid
l,l,b,v,w,*,*,*,invalid
f,v,p,x,l,v,*,*,invalid
b,b,j,*,*,*,*,*,invalid
u,b,m,w,h,m,*,*,invalid
v,c,x,w,*,*,*,*,invalid
s,k,i,v,v,i,e,d,valid
b,f,p,p,*,*,*,*,invalid
f,a,i,y,x,*,*,*,invalid
y,t,h,p,k,h,*,*,invalid
i,q,m,u,u,w,*,*,invalid
t,f,g,i,*,*,*,*,invalid
i,s,l,e,s,*,*,*,valid
n,d,x,b,g,g,g,*,invalid
i,i,q,q,v,p,y,*,invalid
o,f,d,y,*,*,*,*,invalid
p,d,p,l,i,d,*,*,invalid
g,a,r,r,o,t,e,d,valid
k,a,q,*,*,*,*,*,invalid
k,o,b,k,m,y,n,*,invalid
e,n,o,*,*,*,*,*,invalid
r,a,n,g,e,r,*,*,valid
x,c,w,x,p,*,*,*,invalid
z,e,b,u,s,*,*,*,valid
r,l,w,b,f,o,q,*,invalid
k,f,t,s,f,g,s,*,invalid
r,m,o,y,o,t,a,*,invalid
y,a,r,d,a,r,m,*,valid
v,i,r,t,u,o,s,o,valid
r,o,p,b,*,*,*,*,invalid
h,o,k,u,m,*,*,*,valid
u,e,n,u,n,*,*,*,invalid
h,u,n,g,e,r,s,*,valid
g,a,f,f,e,d,*,*,valid
k,e,t,c,h,u,p,*,valid
p,i,q,u,e,d,*,*,valid
b,j,y,n,k,q,b,*,invalid
e,b,k,d,e,*,*,*,invalid
t,d,v,i,*,*,*,*,invalid
u,k,v,*,*,*,*,*,invalid
u,c,g,y,*,*,*,*,invalid
l,w,v,u,r,*,*,*,invalid
l,a,n,k,e,s,t,*,valid
g,j,c,o,w,q,*,*,invalid
e,k,x,f,n,e,b,*,invalid
h,t,i,g,*,*,*,*,invalid
r,e,l,i,e,v,e,*,valid
b,o,m,h,*,*,*,*,invalid
c,a,x,d,*,*,*,*,invalid
n,d,l,l,m,*,*,*,invalid
f,c,e,f,j,g,*,*,invalid
h,u,m,p,e,d,*,*,valid
w,h,k,p,*,*,*,*,invalid
c,v,o,*,*,*,*,*,invalid
s,t,r,o,l,l,e,d,valid
c,p,a,t,j,*,*,*,invalid
r,s,a,d,i,*,*,*,invalid
b,a,r,g,e,u,*,*,invalid
b,r,e,e,z,i,n,g,valid
k,c,k,w,e,c,y,*,invalid
x,i,r,f,q,w,*,*,invalid
s,x,c,q,*,*,*,*,invalid
v,b,w,g,x,h,*,*,invalid
f,g,d,b,e,j,*,*,invalid
r,u,w,g,v,g,*,*,invalid
e,y,b,j,b,c,m,*,invalid
e,x,a,j,c,x,*,*,invalid
b,e,s,t,e,d,*,*,valid
t,l,k,v,g,u,*,*,invalid
x,t,f,v,r,*,*,*,invalid
u,n,s,*,*,*,*,*,invalid
m,i,s,l,e,d,*,*,valid
b,h,t,*,*,*,*,*,invalid
w,y,h,r,j,k,*,*,invalid
d,l,r,k,*,*,*,*,invalid
m,h,u,x,*,*,*,*,invalid
s,l,a,t,t,e,r,n,valid
r,u,u,l,u,b,h,*,invalid
n,a,d,i,r,s,*,*,valid
l,t,d,l,x,x,q,*,invalid
w,a,f,t,*,*,*,*,valid
i,n,s,i,g,h,t,s,valid
p,o,h,m,v,f,e,*,invalid
t,p,u,u,j,v,l,*,invalid
a,e,w,t,*,*,*,*,invalid
w,i,t,t,i,e,r,*,valid
r,a,n,k,e,r,*,*,valid
t,e,l,*,*,*,*,*,invalid
a,e,m,m,n,*,*,*,invalid
v,p,d,*,*,*,*,*,invalid
r,e,t,y,p,e,s,*,valid
l,k,x,x,b,r,s,*,invalid
m,e,s,c,a,l,*,*,valid
s,e,c,u,r,e,d,*,valid
p,e,a,r,*,*,*,*,valid
y,d,k,w,m,e,*,*,invalid
l,r,b,k,*,*,*,*,invalid
c,a,s,e,s,*,*,*,valid
t,c,q,y,*,*,*,*,invalid
s,i,z,z,l,i,n,g,valid
b,r,q,c,t,v,*,*,invalid
u,s,u,r,e,r,*,*,valid
l,b,j,i,*,*,*,*,invalid
n,l,n,l,b,l,*,*,invalid
d,y,k,e,*,*,*,*,valid
t,i,p,t,v,*,*,*,invalid
b,x,o,*,*,*,*,*,invalid
o,u,t,d,a,t,e,d,valid
s,h,a,g,g,y,*,*,valid
m,b,h,l,d,m,*,*,invalid
q,a,w,s,n,d,*,*,invalid
u,g,c,s,s,n,u,*,invalid
n,q,p,e,*,*,*,*,invalid
g,i,i,w,e,j,t,*,invalid
l,b,y,*,*,*,*,*,invalid
u,m,n,s,v,m,*,*,invalid
p,g,f,*,*,*,*,*,invalid
m,g,l,*,*,*,*,*,invalid
g,l,i,t,z,i,e,r,valid
i,v,t,*,*,*,*,*,invalid
s,p,x,c,u,x,*,*,invalid
r,o,s,e,b,u,d,s,valid
d,k,u,g,*,*,*,*,invalid
r,e,s,e,m,b,l,e,valid
g,a,d,*,*,*,*,*,invalid
e,m,y,q,d,r,*,*,invalid
d,r,i,p,p,e,d,*,valid
s,h,r,e,w,d,*,*,valid
c,a,t,k,i,n,*,*,valid
r,v,q,*,*,*,*,*,invalid
n,v,a,f,*,*,*,*,invalid
e,y,n,f,u,*,*,*,invalid
o,u,i,c,f,f,g,*,invalid
c,a,s,i,n,g,*,*,valid
l,u,b,e,*,*,*,*,valid
w,i,e,l,d,*,*,*,valid
n,e,s,t,l,e,d,*,valid
w,s,l,y,r,*,*,*,invalid
v,w,v,y,e,l,q,*,invalid
c,a,p,e,r,i,n,g,valid
r,t,v,y,*,*,*,*,invalid
b,a,t,e,d,*,*,*,valid
r,t,j,w,h,j,*,*,invalid
n,i,r,u,h,h,g,*,invalid
m,o,i,e,t,y,*,*,valid
i,o,y,k,x,w,x,*,invalid
q,g,b,b,j,h,*,*,invalid
o,l,g,k,h,e,t,*,invalid
a,v,c,e,j,s,*,*,invalid
s,t,o,r,e,s,*,*,valid
m,n,f,*,*,*,*,*,invalid
n,m,j,t,*,*,*,*,invalid
w,l,d,w,i,*,*,*,invalid
q,u,e,l,l,*,*,*,valid
l,t,c,u,l,g,u,*,invalid
k,w,v,*,*,*,*,*,invalid
q,r,r,*,*,*,*,*,invalid
n,i,k,u,*,*,*,*,valid
g,y,k,v,g,*,*,*,invalid
a,q,m,p,v,*,*,*,invalid
s,w,e,a,t,e,r,*,valid
n,x,d,*,*,*,*,*,invalid
h,i,b,q,x,a,*,*,invalid
j,f,f,j,c,*,*,*,invalid
a,m,n,m,q,g,a,*,invalid
v,k,q,m,o,w,*,*,invalid
e,f,f,*,*,*,*,*,invalid
s,t,r,a,f,i,n,g,valid
p,n,k,b,f,k,*,*,invalid
s,t,a,r,t,l,e,d,valid
a,w,m,p,*,*,*,*,invalid
e,m,y,*,*,*,*,*,invalid
i,h,v,t,x,q,*,*,invalid
u,b,m,o,v,w,*,*,invalid
y,g,l,i,s,b,m,*,invalid
w,i,g,w,a,g,s,*,valid
m,w,t,*,*,*,*,*,invalid
p,a,d,r,e,*,*,*,valid
o,x,m,n,c,b,*,*,invalid
y,y,h,l,k,*,*,*,invalid
j,t,l,l,b,*,*,*,invalid
n,p,x,k,v,*,*,*,invalid
k,y,r,y,j,p,y,*,invalid
e,l,s,i,f,m,a,*,invalid
q,g,w,v,o,*,*,*,invalid
p,l,l,*,*,*,*,*,invalid
d,l,c,*,*,*,*,*,invalid
f,r,f,j,j,d,*,*,invalid
m,o,r,a,l,e,*,*,valid
e,a,j,o,*,*,*,*,invalid
a,m,s,m,k,n,*,*,invalid
v,y,t,w,k,n,a,*,invalid
c,y,g,n,e,t,*,*,valid
d,m,q,m,c,r,e,*,invalid
p,i,m,r,*,*,*,*,invalid
y,n,i,b,*,*,*,*,invalid
d,i,m,x,r,f,*,*,invalid
w,d,t,*,*,*,*,*,invalid
n,o,n,c,o,m,s,*,valid
a,d,v,o,c,a,t,e,valid
t,f,x,w,*,*,*,*,invalid
h,u,r,r,a,h,e,d,valid
a,n,i,m,u,s,*,*,valid
o,b,w,*,*,*,*,*,invalid
a,m,t,j,s,n,k,*,invalid
h,d,q,*,*,*,*,*,invalid
s,i,x,m,u,c,t,*,invalid
k,v,n,t,i,p,p,*,invalid
e,m,w,q,*,*,*,*,invalid
c,r,u,d,i,t,y,*,valid
c,o,n,t,e,n,t,*,valid
w,h,e,a,l,*,*,*,valid
c,g,y,*,*,*,*,*,invalid
s,o,c,i,e,t,a,l,valid
k,x,u,n,k,*,*,*,invalid
c,s,b,h,y,*,*,*,invalid
c,h,g,m,*,*,*,*,invalid
c,e,n,s,u,r,e,s,valid
q,c,m,j,r,h,*,*,invalid
d,u,e,t,s,*,*,*,valid
o,g,c,k,*,*,*,*,invalid
j,a,k,u,n,*,*,*,invalid
o,q,t,d,v,g,*,*,invalid
s,u,n,t,*,*,*,*,invalid
e,a,r,n,*,*,*,*,valid
h,h,a,r,d,e,e,*,invalid
d,u,l,l,e,r,*,*,valid
r,e,d,r,e,w,*,*,valid
h,t,e,a,s,g,u,*,invalid
s,p,i,l,l,i,n,g,valid
m,e,t,h,a,n,e,*,valid
j,y,j,l,t,*,*,*,invalid
p,i,l,*,*,*,*,*,invalid
n,b,w,w,h,*,*,*,invalid
v,h,h,a,j,e,*,*,invalid
a,r,i,d,i,t,y,*,valid
p,r,o,r,a,t,e,s,valid
b,j,a,*,*,*,*,*,invalid
l,c,a,a,n,q,*,*,invalid
w,i,n,*,*,*,*,*,invalid
y,e,y,*,*,*,*,*,invalid
g,n,q,s,e,*,*,*,invalid
s,i,m,u,l,a,t,e,valid
a,p,p,e,n,d,*,*,valid
t,g,o,*,*,*,*,*,invalid
s,k,i,n,n,i,n,g,valid
