char01,char02,char03,char04,char05,char06,char07,char08,prediction
j,j,d,y,a,o,j,*,invalid
x,v,r,o,*,*,*,*,invalid
a,t,h,l,e,t,e,*,valid
u,h,k,m,q,d,*,*,invalid
y,d,s,t,j,i,l,*,invalid
h,a,y,i,n,g,*,*,valid
t,r,s,l,*,*,*,*,invalid
o,h,l,w,w,o,*,*,invalid
d,r,a,m,*,*,*,*,valid
i,a,l,l,o,f,*,*,invalid
j,c,e,n,e,x,*,*,invalid
i,j,t,*,*,*,*,*,invalid
m,u,s,c,u,l,a,r,valid
t,f,b,r,*,*,*,*,invalid
a,y,r,n,o,*,*,*,invalid
o,j,j,*,*,*,*,*,invalid
c,i,t,a,d,e,l,s,valid
j,a,c,k,*,*,*,*,valid
f,b,x,r,*,*,*,*,invalid
g,t,u,q,k,b,*,*,invalid
b,u,n,i,o,n,s,*,valid
g,l,e,a,n,e,d,*,valid
i,l,a,w,y,*,*,*,invalid
y,q,q,w,y,y,*,*,invalid
i,n,m,a,t,e,s,*,valid
c,t,l,x,b,k,*,*,invalid
c,g,c,s,o,c,*,*,invalid
a,s,c,e,n,d,*,*,valid
u,b,c,r,*,*,*,*,invalid
v,c,y,*,*,*,*,*,invalid
f,n,a,*,*,*,*,*,invalid
e,a,t,h,w,q,a,*,invalid
c,l,u,e,d,*,*,*,valid
c,o,x,c,o,m,b,*,valid
w,s,h,*,*,*,*,*,invalid
h,o,s,e,*,*,*,*,valid
v,g,r,j,v,n,e,*,invalid
m,i,n,i,v,a,n,*,valid
y,t,n,w,x,*,*,*,invalid
u,g,h,*,*,*,*,*,invalid
s,h,o,w,n,*,*,*,valid
v,m,g,*,*,*,*,*,invalid
m,a,n,n,e,d,*,*,valid
w,v,p,*,*,*,*,*,invalid
t,x,h,*,*,*,*,*,invalid
f,a,q,d,u,*,*,*,invalid
l,o,n,e,s,o,m,e,valid
r,h,u,n,k,*,*,*,invalid
a,i,r,l,i,n,e,r,valid
e,x,g,e,*,*,*,*,invalid
a,h,a,*,*,*,*,*,valid
c,n,x,o,c,*,*,*,invalid
c,o,u,r,t,i,e,r,valid
m,t,p,h,o,x,*,*,invalid
p,w,k,c,h,*,*,*,invalid
b,l,u,r,r,e,d,*,valid
b,s,t,l,j,x,t,*,invalid
w,a,w,*,*,*,*,*,invalid
n,r,j,i,o,h,l,*,invalid
r,a,n,*,*,*,*,*,valid
b,i,d,e,*,*,*,*,valid
l,a,q,x,*,*,*,*,invalid
q,r,h,q,d,q,*,*,invalid
o,v,s,o,x,n,*,*,invalid
r,j,h,y,a,o,a,*,invalid
f,u,r,*,*,*,*,*,valid
x,w,n,u,m,*,*,*,invalid
a,w,o,k,e,n,*,*,valid
g,r,t,*,*,*,*,*,invalid
w,p,q,*,*,*,*,*,invalid
c,u,r,s,o,r,s,*,valid
i,p,f,q,y,p,m,*,invalid
b,l,u,e,r,*,*,*,valid
h,l,x,o,q,l,m,*,invalid
f,a,i,r,e,r,*,*,valid
s,k,h,*,*,*,*,*,invalid
b,l,o,o,d,y,*,*,valid
f,a,k,e,*,*,*,*,valid
q,y,p,h,j,*,*,*,invalid
g,u,n,s,m,i,t,h,valid
v,m,n,*,*,*,*,*,invalid
x,c,d,u,t,c,p,*,invalid
l,i,y,e,m,*,*,*,invalid
c,u,e,g,*,*,*,*,invalid
w,u,q,w,f,y,d,*,invalid
u,t,n,u,c,*,*,*,invalid
q,q,u,r,w,g,v,*,invalid
e,g,t,f,d,h,*,*,invalid
i,k,x,l,g,p,*,*,invalid
x,y,e,j,*,*,*,*,invalid
q,w,k,i,e,m,n,*,invalid
i,n,s,t,i,l,s,*,valid
f,i,n,e,s,s,e,d,valid
g,r,a,v,e,s,t,*,valid
v,b,x,j,d,o,e,*,invalid
o,o,t,g,w,k,n,*,invalid
a,f,x,s,u,u,a,*,invalid
v,a,p,i,d,i,t,y,valid
j,g,u,t,*,*,*,*,invalid
y,o,y,d,p,o,*,*,invalid
y,o,r,p,*,*,*,*,invalid
r,a,g,l,a,n,*,*,valid
v,a,o,u,w,*,*,*,invalid
s,e,g,x,l,*,*,*,invalid
t,u,h,*,*,*,*,*,invalid
i,g,e,d,p,y,m,*,invalid
r,c,n,h,x,*,*,*,invalid
t,i,b,i,a,e,*,*,valid
p,v,y,v,c,i,*,*,invalid
b,i,f,k,t,y,l,*,invalid
c,l,a,c,k,*,*,*,valid
f,r,o,w,z,i,e,r,valid
e,a,r,d,r,u,m,*,valid
y,v,a,o,x,e,*,*,invalid
r,a,r,e,r,*,*,*,valid
p,y,m,i,c,*,*,*,invalid
r,j,w,b,d,*,*,*,invalid
t,i,u,o,u,*,*,*,invalid
p,p,r,*,*,*,*,*,invalid
n,t,e,c,*,*,*,*,invalid
b,o,d,e,d,*,*,*,valid
d,a,l,e,*,*,*,*,invalid
n,n,e,*,*,*,*,*,invalid
t,l,p,x,*,*,*,*,invalid
r,a,n,t,s,*,*,*,valid
u,i,x,j,o,n,*,*,invalid
n,o,i,s,y,*,*,*,valid
u,n,p,i,n,n,e,d,valid
t,u,t,e,l,a,g,e,valid
g,o,d,s,e,n,d,*,valid
p,v,k,s,n,a,*,*,invalid
n,l,w,k,p,s,*,*,invalid
w,n,x,q,g,*,*,*,invalid
p,j,b,g,t,o,*,*,invalid
o,d,d,n,e,s,s,*,valid
b,y,o,h,u,n,*,*,invalid
l,b,g,c,*,*,*,*,invalid
c,h,a,t,s,*,*,*,valid
s,h,n,f,m,j,*,*,invalid
h,b,b,m,n,*,*,*,invalid
r,u,k,*,*,*,*,*,invalid
b,l,w,w,e,*,*,*,invalid
t,t,k,g,j,*,*,*,invalid
r,i,r,*,*,*,*,*,invalid
v,y,i,j,c,k,c,*,invalid
j,l,a,j,*,*,*,*,invalid
p,y,d,b,d,n,a,*,invalid
n,e,p,y,t,*,*,*,invalid
t,e,m,p,e,s,t,s,valid
f,n,i,d,*,*,*,*,invalid
g,h,p,v,y,*,*,*,invalid
x,f,m,h,t,d,s,*,invalid
x,q,r,l,t,u,k,*,invalid
j,w,h,r,e,y,*,*,invalid
r,k,n,q,i,e,e,*,invalid
l,a,z,i,e,r,*,*,valid
r,t,n,a,p,s,*,*,invalid
f,i,r,s,t,s,*,*,valid
l,u,r,c,h,e,s,*,valid
v,m,n,v,g,b,s,*,invalid
w,f,u,c,*,*,*,*,invalid
q,f,l,k,*,*,*,*,invalid
h,t,d,r,m,j,*,*,invalid
i,n,c,h,o,a,t,e,valid
i,o,n,s,*,*,*,*,valid
l,o,c,i,*,*,*,*,valid
q,m,q,i,y,*,*,*,invalid
q,y,p,u,*,*,*,*,invalid
u,j,p,x,*,*,*,*,invalid
t,j,y,u,t,*,*,*,invalid
e,w,w,*,*,*,*,*,invalid
s,l,p,b,*,*,*,*,invalid
s,c,h,o,l,a,r,s,valid
x,r,t,*,*,*,*,*,invalid
t,s,j,m,f,w,u,*,invalid
g,a,m,i,n,e,s,*,valid
m,a,d,a,m,*,*,*,valid
e,q,w,u,j,g,s,*,invalid
c,o,p,i,l,o,t,*,valid
t,v,r,*,*,*,*,*,invalid
f,o,a,m,*,*,*,*,valid
v,e,n,t,e,d,*,*,valid
p,l,y,n,m,q,h,*,invalid
e,g,d,q,*,*,*,*,invalid
n,d,c,c,p,k,n,*,invalid
e,b,p,c,w,*,*,*,invalid
c,o,b,j,q,h,h,*,invalid
c,p,y,i,t,m,v,*,invalid
a,n,a,l,y,z,e,d,valid
v,k,b,x,r,b,m,*,invalid
u,l,q,*,*,*,*,*,invalid
c,b,q,q,q,*,*,*,invalid
y,u,p,k,l,o,*,*,invalid
h,a,m,m,o,c,k,s,valid
v,t,l,l,g,y,*,*,invalid
c,t,b,*,*,*,*,*,invalid
b,l,g,u,*,*,*,*,invalid
k,f,g,y,*,*,*,*,invalid
r,l,e,c,h,w,v,*,invalid
o,x,p,o,e,s,*,*,invalid
m,a,t,u,r,e,d,*,valid
d,r,i,n,k,e,r,*,valid
w,j,w,*,*,*,*,*,invalid
r,o,u,g,h,l,y,*,valid
m,x,d,n,q,*,*,*,invalid
e,m,n,t,y,t,g,*,invalid
w,e,e,p,y,*,*,*,valid
c,f,y,*,*,*,*,*,invalid
c,u,r,s,e,*,*,*,valid
a,d,j,o,i,n,s,*,valid
f,w,x,p,b,h,c,*,invalid
g,a,i,*,*,*,*,*,invalid
h,o,u,f,*,*,*,*,invalid
s,h,i,u,i,r,m,*,invalid
p,r,a,n,c,e,r,*,valid
r,f,x,t,*,*,*,*,invalid
q,c,v,h,w,*,*,*,invalid
p,i,m,i,e,n,t,o,valid
s,d,j,n,*,*,*,*,invalid
w,a,d,d,l,e,d,*,valid
n,i,p,p,i,e,r,*,valid
u,a,k,l,*,*,*,*,invalid
n,k,k,n,i,n,l,*,invalid
p,l,o,t,t,e,r,s,valid
w,n,j,j,*,*,*,*,invalid
m,a,t,a,*,*,*,*,valid
i,o,p,y,*,*,*,*,invalid
c,u,o,o,*,*,*,*,invalid
s,k,i,p,p,e,d,*,valid
f,u,n,d,i,n,g,*,valid
k,l,t,y,u,p,*,*,invalid
c,o,l,d,e,r,*,*,valid
p,m,q,y,d,*,*,*,invalid
h,o,m,*,*,*,*,*,invalid
n,s,k,g,*,*,*,*,invalid
f,u,k,u,r,o,*,*,valid
l,i,q,u,e,u,r,*,valid
w,g,m,d,i,*,*,*,invalid
e,n,s,n,a,r,e,*,valid
u,p,e,n,d,s,*,*,valid
g,r,n,s,e,o,*,*,invalid
b,g,t,y,v,v,a,*,invalid
x,i,f,c,*,*,*,*,invalid
w,f,e,m,v,n,*,*,invalid
c,g,d,s,w,*,*,*,invalid
q,a,x,t,x,y,*,*,invalid
b,a,n,i,s,h,*,*,valid
c,v,q,*,*,*,*,*,invalid
p,v,g,n,*,*,*,*,invalid
n,o,s,i,e,s,t,*,valid
s,w,a,t,*,*,*,*,valid
a,l,m,o,n,d,*,*,valid
r,u,a,r,c,l,*,*,invalid
v,l,n,*,*,*,*,*,invalid
h,f,e,p,x,*,*,*,invalid
w,n,k,u,*,*,*,*,invalid
w,y,b,m,q,q,*,*,invalid
w,p,r,l,q,o,*,*,invalid
z,e,a,l,o,t,s,*,valid
v,m,m,d,*,*,*,*,invalid
m,a,d,d,e,s,t,*,valid
e,p,d,*,*,*,*,*,invalid
p,a,m,x,f,y,h,*,invalid
f,a,n,d,o,m,*,*,valid
y,u,o,u,*,*,*,*,invalid
s,s,h,*,*,*,*,*,invalid
o,y,g,m,s,*,*,*,invalid
y,s,u,k,e,r,*,*,invalid
u,t,o,j,u,a,a,*,invalid
f,r,r,r,l,*,*,*,invalid
m,i,s,s,p,e,l,t,valid
t,a,i,f,x,*,*,*,invalid
s,u,b,s,o,i,l,*,valid
m,u,d,s,l,i,d,e,valid
p,y,r,a,m,i,d,*,valid
h,a,r,r,y,*,*,*,valid
c,o,b,y,w,f,c,*,invalid
j,u,h,w,*,*,*,*,invalid
f,d,s,e,y,*,*,*,invalid
h,q,q,n,*,*,*,*,invalid
t,e,n,a,n,t,s,*,valid
f,c,b,g,*,*,*,*,invalid
t,t,j,w,*,*,*,*,invalid
c,c,i,*,*,*,*,*,invalid
s,c,a,n,t,i,e,s,valid
i,e,d,u,s,v,f,*,invalid
c,n,i,p,n,h,e,*,invalid
n,u,t,t,i,e,s,t,valid
i,p,l,o,r,b,c,*,invalid
r,i,t,u,a,l,l,y,valid
g,r,e,y,s,*,*,*,valid
m,u,f,f,l,i,n,g,valid
s,w,i,s,h,e,s,*,valid
r,a,p,e,s,*,*,*,valid
c,h,o,w,d,e,r,s,valid
a,p,o,s,t,a,s,y,valid
i,e,b,e,j,*,*,*,invalid
t,s,k,e,j,j,j,*,invalid
t,a,r,t,a,n,*,*,valid
y,u,i,y,y,t,*,*,invalid
n,a,t,t,i,e,s,t,valid
e,l,h,x,s,*,*,*,invalid
w,b,r,m,r,*,*,*,invalid
s,a,n,d,b,o,x,*,valid
b,a,t,t,l,i,n,g,valid
f,c,h,w,*,*,*,*,invalid
n,m,u,o,*,*,*,*,invalid
r,e,p,l,e,t,e,*,valid
e,j,s,k,n,m,o,*,invalid
k,x,e,*,*,*,*,*,invalid
s,v,f,g,p,*,*,*,invalid
i,f,f,b,d,j,r,*,invalid
f,a,n,j,h,v,s,*,invalid
d,u,o,*,*,*,*,*,invalid
p,r,s,q,t,c,*,*,invalid
n,o,i,s,i,l,y,*,valid
n,q,j,o,*,*,*,*,invalid
k,g,v,h,p,g,*,*,invalid
r,a,m,b,l,e,d,*,valid
m,p,s,f,e,e,*,*,invalid
m,b,h,m,k,*,*,*,invalid
l,y,m,a,*,*,*,*,invalid
p,a,l,m,s,*,*,*,valid
t,h,o,s,e,*,*,*,valid
v,e,v,c,*,*,*,*,invalid
t,c,e,k,*,*,*,*,invalid
s,h,c,f,*,*,*,*,invalid
b,u,s,h,*,*,*,*,invalid
s,c,a,l,l,i,o,n,valid
k,o,p,j,*,*,*,*,invalid
o,u,t,r,a,n,*,*,valid
i,e,k,f,c,r,f,*,invalid
m,k,l,t,l,j,*,*,invalid
y,b,u,*,*,*,*,*,invalid
f,r,a,u,d,s,*,*,valid
c,j,y,*,*,*,*,*,invalid
l,a,m,e,l,y,*,*,valid
h,a,m,m,e,d,*,*,valid
v,j,e,*,*,*,*,*,invalid
f,i,n,i,s,h,e,d,valid
t,y,d,d,h,*,*,*,invalid
a,c,w,i,*,*,*,*,invalid
v,g,y,v,s,c,v,*,invalid
s,u,b,*,*,*,*,*,invalid
r,w,t,*,*,*,*,*,invalid
m,h,u,*,*,*,*,*,invalid
r,s,e,p,c,j,r,*,invalid
i,u,a,*,*,*,*,*,invalid
j,a,d,e,d,*,*,*,valid
m,o,w,s,*,*,*,*,valid
t,e,t,a,n,u,s,*,valid
q,a,f,*,*,*,*,*,invalid
m,o,t,t,l,e,s,*,valid
s,e,x,u,a,l,*,*,valid
g,a,x,*,*,*,*,*,invalid
w,h,i,r,r,s,*,*,valid
y,e,l,l,o,w,s,*,valid
e,q,c,b,q,q,*,*,invalid
e,l,x,y,o,*,*,*,invalid
s,p,a,n,g,l,e,*,valid
l,x,c,c,*,*,*,*,invalid
a,i,l,*,*,*,*,*,valid
c,o,m,p,o,r,t,s,valid
q,q,d,*,*,*,*,*,invalid
f,r,n,u,*,*,*,*,invalid
d,i,v,e,s,*,*,*,valid
w,h,u,n,*,*,*,*,invalid
m,u,e,l,*,*,*,*,invalid
v,c,u,*,*,*,*,*,invalid
n,e,t,h,e,r,*,*,valid
d,e,c,l,a,i,m,s,valid
o,d,b,*,*,*,*,*,invalid
k,c,q,u,i,*,*,*,invalid
v,m,a,b,s,*,*,*,invalid
s,f,u,y,*,*,*,*,invalid
c,o,k,o,y,*,*,*,invalid
x,o,n,l,m,m,*,*,invalid
x,o,n,b,*,*,*,*,invalid
k,j,k,e,v,r,d,*,invalid
a,h,v,b,v,s,*,*,invalid
j,f,c,n,a,h,*,*,invalid
o,a,c,l,c,h,*,*,invalid
r,y,e,*,*,*,*,*,invalid
a,r,r,o,g,a,t,e,valid
b,e,h,o,l,d,s,*,valid
c,h,j,n,g,t,*,*,invalid
d,c,g,s,p,n,*,*,invalid
k,n,q,h,t,p,*,*,invalid
i,x,r,b,*,*,*,*,invalid
w,e,t,k,p,p,g,*,invalid
o,f,g,y,*,*,*,*,invalid
t,u,f,g,*,*,*,*,invalid
y,i,g,p,h,h,*,*,invalid
r,i,b,b,e,d,*,*,valid
b,w,g,h,r,*,*,*,invalid
p,a,w,*,*,*,*,*,valid
i,e,c,h,u,g,n,*,invalid
i,r,p,u,y,*,*,*,invalid
u,r,i,n,a,t,e,*,valid
g,w,v,s,u,j,s,*,invalid
d,w,g,k,t,*,*,*,invalid
l,r,l,*,*,*,*,*,invalid
l,b,m,u,o,l,q,*,invalid
w,u,f,h,r,i,q,*,invalid
a,s,s,a,y,i,n,g,valid
h,a,r,r,i,d,a,n,valid
t,x,e,j,p,r,t,*,invalid
b,w,e,u,h,*,*,*,invalid
u,i,m,e,s,j,n,*,invalid
c,r,t,w,a,y,r,*,invalid
n,n,o,o,v,*,*,*,invalid
f,l,i,n,c,h,*,*,valid
c,m,d,*,*,*,*,*,invalid
t,r,o,u,b,l,e,d,valid
b,w,d,s,i,f,o,*,invalid
c,h,a,f,i,n,g,*,valid
c,q,u,f,s,h,*,*,invalid
b,d,y,d,m,e,*,*,invalid
k,s,w,s,*,*,*,*,invalid
k,n,k,d,l,u,p,*,invalid
c,o,b,s,i,*,*,*,invalid
e,s,f,*,*,*,*,*,invalid
a,k,s,h,s,h,a,*,invalid
f,u,s,s,i,e,r,*,valid
g,l,g,*,*,*,*,*,invalid
o,m,d,v,k,*,*,*,invalid
q,p,a,y,g,y,*,*,invalid
d,q,e,y,*,*,*,*,invalid
s,t,r,u,m,p,e,t,valid
s,q,k,u,b,*,*,*,invalid
c,l,a,s,s,i,c,s,valid
e,b,p,*,*,*,*,*,invalid
m,e,l,l,o,w,e,d,valid
w,w,o,a,*,*,*,*,invalid
w,v,b,o,*,*,*,*,invalid
d,o,d,d,e,r,e,d,valid
u,j,b,o,v,w,n,*,invalid
p,a,n,o,r,a,m,a,valid
k,p,v,c,o,i,*,*,invalid
n,u,d,b,r,*,*,*,invalid
v,k,w,a,q,*,*,*,invalid
d,u,o,d,e,n,u,m,valid
t,y,r,v,y,*,*,*,invalid
o,m,p,s,u,t,i,*,invalid
x,q,p,o,e,g,*,*,invalid
e,i,w,*,*,*,*,*,invalid
t,g,w,*,*,*,*,*,invalid
w,o,r,k,l,o,a,d,valid
b,e,d,f,o,*,*,*,invalid
g,k,o,d,d,a,*,*,invalid
j,f,k,l,i,y,r,*,invalid
a,i,l,m,e,n,t,*,valid
x,l,j,*,*,*,*,*,invalid
m,w,j,o,y,q,j,*,invalid
u,v,h,a,*,*,*,*,invalid
c,o,r,k,s,*,*,*,valid
k,e,j,q,*,*,*,*,invalid
v,f,f,q,o,p,*,*,invalid
p,d,l,u,a,r,*,*,invalid
n,u,l,f,n,e,*,*,invalid
q,c,m,l,b,*,*,*,invalid
m,i,n,e,s,*,*,*,valid
w,o,r,m,w,o,o,d,valid
t,k,m,k,t,*,*,*,invalid
s,k,i,e,r,s,*,*,valid
w,d,w,s,*,*,*,*,invalid
a,i,o,*,*,*,*,*,invalid
s,u,b,s,i,d,e,d,valid
a,f,u,t,*,*,*,*,invalid
x,c,t,y,x,s,c,*,invalid
p,i,a,z,z,a,s,*,valid
l,b,y,j,h,i,u,*,invalid
t,h,i,n,n,e,r,*,valid
q,j,r,d,*,*,*,*,invalid
t,w,i,y,v,x,*,*,invalid
u,k,g,o,x,d,*,*,invalid
e,i,j,*,*,*,*,*,invalid
s,l,f,*,*,*,*,*,invalid
v,n,g,i,n,*,*,*,invalid
g,v,c,t,n,p,o,*,invalid
b,u,x,*,*,*,*,*,invalid
r,u,l,r,b,g,d,*,invalid
j,a,g,*,*,*,*,*,valid
k,a,t,a,*,*,*,*,valid
u,f,i,*,*,*,*,*,invalid
j,h,n,r,e,y,w,*,invalid
k,t,n,*,*,*,*,*,invalid
e,u,p,h,o,n,y,*,valid
s,u,p,e,r,b,l,y,valid
n,w,u,b,*,*,*,*,invalid
s,h,u,h,a,w,*,*,invalid
s,a,f,e,l,y,*,*,valid
m,n,p,e,p,*,*,*,invalid
e,j,k,*,*,*,*,*,invalid
l,u,c,k,i,l,y,*,valid
b,u,t,l,m,l,m,*,invalid
f,y,l,n,m,l,*,*,invalid
i,y,r,m,w,g,*,*,invalid
x,i,k,n,*,*,*,*,invalid
u,g,o,i,l,u,w,*,invalid
h,b,n,*,*,*,*,*,invalid
n,o,v,a,e,*,*,*,valid
s,g,q,d,*,*,*,*,invalid
c,o,c,o,n,u,t,s,valid
j,y,l,*,*,*,*,*,invalid
f,v,k,q,s,r,*,*,invalid
l,m,j,*,*,*,*,*,invalid
t,r,i,p,e,*,*,*,valid
p,u,o,*,*,*,*,*,invalid
f,u,h,e,*,*,*,*,invalid
u,n,i,t,y,*,*,*,valid
d,o,b,*,*,*,*,*,invalid
a,n,t,e,i,n,g,*,valid
g,o,l,l,*,*,*,*,invalid
p,i,l,a,f,s,*,*,valid
g,e,j,v,t,f,x,*,invalid
d,f,a,p,v,*,*,*,invalid
r,j,o,*,*,*,*,*,invalid
i,i,k,a,*,*,*,*,invalid
h,e,x,s,r,p,d,*,invalid
l,b,k,d,a,a,*,*,invalid
s,k,y,c,a,p,s,*,valid
d,e,s,e,u,s,*,*,invalid
g,d,x,*,*,*,*,*,invalid
q,i,t,s,c,x,*,*,invalid
r,g,w,*,*,*,*,*,invalid
k,c,d,i,*,*,*,*,invalid
r,e,t,a,i,l,s,*,valid
o,h,k,c,*,*,*,*,invalid
r,a,p,i,d,e,r,*,valid
g,k,m,*,*,*,*,*,invalid
f,r,a,n,c,*,*,*,valid
f,d,b,a,*,*,*,*,invalid
r,n,o,*,*,*,*,*,invalid
f,s,o,r,r,*,*,*,invalid
t,r,u,s,s,e,d,*,valid
u,p,s,x,t,b,m,*,invalid
c,y,q,s,w,*,*,*,invalid
y,u,q,v,q,h,c,*,invalid
j,y,w,j,o,b,*,*,invalid
x,r,j,y,w,m,*,*,invalid
a,i,r,i,e,r,*,*,valid
f,m,d,g,*,*,*,*,invalid
e,s,w,*,*,*,*,*,invalid
b,r,i,d,l,e,s,*,valid
h,y,g,j,*,*,*,*,invalid
g,g,p,o,*,*,*,*,invalid
d,v,b,*,*,*,*,*,invalid
v,g,w,w,*,*,*,*,invalid
e,u,d,s,o,*,*,*,invalid
p,v,t,t,e,q,*,*,invalid
d,o,l,l,y,*,*,*,valid
i,u,r,a,m,x,*,*,invalid
s,c,a,l,l,o,p,*,valid
w,e,p,t,*,*,*,*,valid
i,u,j,*,*,*,*,*,invalid
h,p,l,*,*,*,*,*,invalid
t,n,t,y,*,*,*,*,invalid
q,c,m,q,o,e,*,*,invalid
s,t,i,r,r,e,r,s,valid
l,l,u,c,k,*,*,*,invalid
y,j,g,a,a,u,m,*,invalid
p,g,s,w,y,j,d,*,invalid
g,e,n,t,s,*,*,*,valid
p,b,u,n,r,*,*,*,invalid
k,l,v,b,e,d,q,*,invalid
r,e,l,i,e,v,e,d,valid
o,g,l,l,*,*,*,*,invalid
o,k,r,s,*,*,*,*,invalid
g,b,o,b,c,j,*,*,invalid
l,m,a,b,e,*,*,*,invalid
u,x,f,w,l,*,*,*,invalid
j,a,y,g,*,*,*,*,invalid
u,l,s,d,j,h,a,*,invalid
e,n,s,u,e,s,*,*,valid
t,e,e,t,e,r,e,d,valid
g,k,p,j,e,s,*,*,invalid
s,o,l,a,r,*,*,*,valid
v,v,b,t,*,*,*,*,invalid
o,b,s,b,a,r,*,*,invalid
b,p,o,r,e,x,d,*,invalid
h,o,t,e,l,*,*,*,valid
t,i,d,i,n,g,s,*,valid
h,o,p,e,f,u,l,*,valid
m,a,r,f,x,*,*,*,invalid
k,o,p,e,k,s,*,*,valid
p,c,c,x,*,*,*,*,invalid
e,a,r,m,u,f,f,s,valid
s,u,n,s,p,o,t,s,valid
w,w,g,w,*,*,*,*,invalid
h,u,m,*,*,*,*,*,valid
r,a,v,e,s,*,*,*,valid
x,y,y,n,*,*,*,*,invalid
t,a,h,q,*,*,*,*,invalid
s,r,r,c,l,q,*,*,invalid
d,t,f,j,l,p,h,*,invalid
g,a,u,c,h,o,*,*,valid
m,o,u,n,d,e,d,*,valid
u,b,v,s,i,*,*,*,invalid
y,y,k,p,x,n,x,*,invalid
x,n,g,i,*,*,*,*,invalid
e,m,w,f,*,*,*,*,invalid
q,u,e,e,n,e,d,*,valid
h,o,f,y,*,*,*,*,invalid
g,a,w,k,i,e,r,*,valid
y,j,m,f,a,y,a,*,invalid
q,v,r,j,*,*,*,*,invalid
s,e,m,i,n,a,r,y,valid
a,m,p,q,*,*,*,*,invalid
s,h,l,e,p,p,s,*,valid
k,x,v,a,c,*,*,*,invalid
t,e,r,s,e,s,t,*,valid
i,w,m,u,d,l,a,*,invalid
e,v,e,n,t,u,a,l,valid
i,i,w,s,x,q,*,*,invalid
e,x,i,s,t,i,n,g,valid
o,c,v,e,e,k,*,*,invalid
g,f,u,t,*,*,*,*,invalid
o,d,x,n,v,t,*,*,invalid
u,y,m,y,*,*,*,*,invalid
s,e,t,b,a,c,k,s,valid
c,l,i,n,c,h,*,*,valid
r,e,v,a,l,u,e,*,valid
w,r,x,a,*,*,*,*,invalid
j,a,z,z,*,*,*,*,valid
h,e,a,t,h,e,r,*,valid
f,k,e,*,*,*,*,*,invalid
g,a,s,s,e,d,*,*,valid
j,f,c,e,*,*,*,*,invalid
b,m,l,*,*,*,*,*,invalid
o,h,l,*,*,*,*,*,invalid
g,i,l,d,x,*,*,*,invalid
r,e,u,n,i,t,e,s,valid
s,e,e,d,i,n,g,*,valid
l,y,q,b,r,*,*,*,invalid
c,k,s,*,*,*,*,*,invalid
c,a,d,e,n,z,a,*,valid
e,s,q,u,i,r,e,s,valid
n,e,w,t,*,*,*,*,valid
r,e,s,o,n,a,t,e,valid
a,n,o,d,e,*,*,*,valid
e,a,r,m,a,r,k,*,valid
g,h,l,n,*,*,*,*,invalid
w,t,v,j,p,v,*,*,invalid
t,w,l,*,*,*,*,*,invalid
h,y,d,o,*,*,*,*,invalid
t,r,a,i,n,e,r,*,valid
e,e,q,j,s,p,n,*,invalid
n,f,m,*,*,*,*,*,invalid
c,a,r,v,e,*,*,*,valid
s,e,h,b,h,*,*,*,invalid
s,l,a,v,e,*,*,*,valid
t,w,d,*,*,*,*,*,invalid
o,f,s,h,e,*,*,*,invalid
f,l,o,u,r,y,*,*,valid
c,p,i,n,w,h,*,*,invalid
k,a,i,j,*,*,*,*,invalid
r,u,l,e,*,*,*,*,valid
m,y,f,p,*,*,*,*,invalid
e,l,g,f,a,i,s,*,invalid
f,a,s,*,*,*,*,*,invalid
n,e,t,t,l,e,d,*,valid
s,h,i,s,h,i,*,*,valid
c,o,w,h,i,d,e,s,valid
b,u,l,l,e,t,s,*,valid
u,y,i,a,n,j,*,*,invalid
p,g,w,c,v,p,*,*,invalid
t,f,h,c,*,*,*,*,invalid
d,i,v,o,r,c,e,d,valid
e,g,p,y,x,j,a,*,invalid
p,o,i,s,e,d,*,*,valid
d,j,w,x,d,c,*,*,invalid
t,d,o,d,r,c,p,*,invalid
n,o,w,a,d,a,y,s,valid
r,t,w,t,*,*,*,*,invalid
x,g,f,*,*,*,*,*,invalid
t,u,p,i,*,*,*,*,invalid
m,a,l,t,e,d,*,*,valid
c,p,i,j,y,p,*,*,invalid
n,j,f,b,n,d,*,*,invalid
s,d,g,*,*,*,*,*,invalid
k,l,w,r,n,b,*,*,invalid
v,u,h,a,n,q,*,*,invalid
o,b,l,i,g,e,s,*,valid
x,q,t,j,v,x,b,*,invalid
w,a,s,t,e,*,*,*,valid
n,w,o,*,*,*,*,*,invalid
q,m,w,e,s,w,*,*,invalid
f,p,l,m,l,*,*,*,invalid
x,p,v,e,k,v,*,*,invalid
d,o,w,a,g,e,r,s,valid
h,t,r,*,*,*,*,*,invalid
h,u,y,g,e,a,*,*,invalid
f,u,n,d,s,*,*,*,valid
t,y,x,q,*,*,*,*,invalid
l,a,t,e,s,t,*,*,valid
e,c,b,*,*,*,*,*,invalid
f,i,x,e,r,s,*,*,valid
k,e,g,e,c,q,q,*,invalid
f,x,a,s,h,k,*,*,invalid
v,w,v,*,*,*,*,*,invalid
t,r,a,w,l,*,*,*,valid
l,i,m,p,i,d,*,*,valid
u,n,m,a,k,i,n,g,valid
p,y,o,r,m,f,*,*,invalid
s,m,y,y,q,w,*,*,invalid
b,u,l,w,a,r,k,s,valid
d,f,s,*,*,*,*,*,invalid
f,i,a,t,*,*,*,*,valid
e,q,b,m,g,t,*,*,invalid
